,flight plans,flight tracks,weather cubes
60,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_JBU1523.nc
61,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_JBU423.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_JBU423.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_JBU423.nc
62,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_JBU523.nc
63,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_QFA12.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_QFA12.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_QFA12.nc
64,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_AAL117.nc
65,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_AAL133.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_AAL133.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_AAL133.nc
66,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_AAL255.nc
67,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_AAL300.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_AAL300.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_AAL300.nc
68,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_AAL33.nc
69,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_ASA1409.nc
70,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_DAL1049.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_DAL1049.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_DAL1049.nc
71,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_DAL1985.nc
72,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_DAL2710.nc
73,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_DAL2880.nc
74,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_DAL41.nc
75,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU123.nc
76,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1323.nc
77,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1523.nc
78,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1623.nc
79,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU1823.nc
80,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU23.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU23.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU23.nc
81,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU323.nc
82,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-09\Flight_Plan_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-09\Flight_Track_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-09\Flight_Plan_KJFK_KLAX_JBU523.nc
83,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL1.nc
84,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL117.nc
85,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL171.nc
86,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL185.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL185.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL185.nc
87,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL255.nc
88,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL2802.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL2802.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL2802.nc
89,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL3.nc
90,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL302.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL302.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL302.nc
91,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL33.nc
92,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL331.nc
93,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_AAL341.nc
94,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1407.nc
95,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1409.nc
96,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1411.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_ASA1411.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_ASA1411.nc
97,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_ASA420.nc
98,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL1985.nc
99,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2729.nc
100,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2742.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL2742.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2742.nc
101,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2880.nc
102,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2896.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL2896.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL2896.nc
103,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_DAL41.nc
104,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU123.nc
105,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1323.nc
106,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1523.nc
107,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1623.nc
108,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1723.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU1723.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU1723.nc
109,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU323.nc
110,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU423.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU423.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU423.nc
111,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU523.nc
112,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_JBU6123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_JBU6123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_JBU6123.nc
113,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-10\Flight_Plan_KJFK_KLAX_QFA12.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-10\Flight_Track_KJFK_KLAX_QFA12.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-10\Flight_Plan_KJFK_KLAX_QFA12.nc
114,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL117.nc
115,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL171.nc
116,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL185.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL185.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL185.nc
117,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL255.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL255.nc
118,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL3.nc
119,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL33.nc
120,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-11\Flight_Plan_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-11\Flight_Track_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-11\Flight_Plan_KJFK_KLAX_AAL331.nc
